Record Length,2.500000e+03,,  -0.280000000000,   0.00040,
Sample Interval,4.000000e-03,,  -0.276000000000,   0.00000,
Trigger Point,7.000000000000e+01,,  -0.272000000000,   0.00040,
,,,  -0.268000000000,   0.00160,
,,,  -0.264000000000,   0.00040,
,,,  -0.260000000000,   0.00120,
Source,CH2,,  -0.256000000000,   0.00240,
Vertical Units,V,,  -0.252000000000,   0.00160,
Vertical Scale,1.000000e-02,,  -0.248000000000,   0.00160,
Vertical Offset,-8.000000e-03,,  -0.244000000000,   0.00200,
Horizontal Units,s,,  -0.240000000000,   0.00200,
Horizontal Scale,1.000000e+00,,  -0.236000000000,   0.00080,
Pt Fmt,Y,,  -0.232000000000,   0.00040,
Yzero,0.000000e+00,,  -0.228000000000,   0.00040,
Probe Atten,1.000000e+00,,  -0.224000000000,   0.00000,
Model Number,TDS2004C,,  -0.220000000000,  -0.00040,
Serial Number,061FR2,,  -0.216000000000,   0.00120,
Firmware Version,FV:v24.26,,  -0.212000000000,   0.00120,
,,,-00.208000000000,   0.00040,
,,,-00.204000000000,   0.00240,
,,,-00.200000000000,   0.00240,
,,,-00.196000000000,   0.00200,
,,,-00.192000000000,   0.00200,
,,,-00.188000000000,   0.00320,
,,,-00.184000000000,   0.00240,
,,,-00.180000000000,   0.00160,
,,,-00.176000000000,   0.00200,
,,,-00.172000000000,   0.00160,
,,,-00.168000000000,   0.00040,
,,,-00.164000000000,   0.00080,
,,,-00.160000000000,   0.00120,
,,,-00.156000000000,   0.00080,
,,,-00.152000000000,   0.00040,
,,,-00.148000000000,   0.00200,
,,,-00.144000000000,   0.00160,
,,,-00.140000000000,   0.00160,
,,,-00.136000000000,   0.00320,
,,,-00.132000000000,   0.00240,
,,,-00.128000000000,   0.00200,
,,,-00.124000000000,   0.00160,
,,,-00.120000000000,   0.00320,
,,,-00.116000000000,   0.00160,
,,,-00.112000000000,   0.00040,
,,,-00.108000000000,   0.00160,
,,,-00.104000000000,   0.00040,
,,,-00.100000000000,  -0.00040,
,,,-00.096000000000,   0.00040,
,,,-00.092000000000,   0.00160,
,,,-00.088000000000,   0.00040,
,,,-00.084000000000,   0.00160,
,,,-00.080000000000,   0.00240,
,,,-00.076000000000,   0.00240,
,,,-00.072000000000,   0.00160,
,,,-00.068000000000,   0.00200,
,,,-00.064000000000,   0.00280,
,,,-00.060000000000,   0.00040,
,,,-00.056000000000,   0.00080,
